Country,State,Locality,Latitude,Longitude,Species,Nota
Mexico,Chihuahua,Pinos Altos,28.270556,-108.303056,Argia lacrymans,
Mexico,Veracruz,Plan del Rio,19.402763,-96.652922,Pseudoleon superbus,
Mexico,Veracruz,Plan del Rio,19.402763,-96.652922,Mecistogaster ornata,
Mexico,Veracruz,Presidio,18.682279,-96.768004,Palaemnema desiderata,
Mexico,Veracruz,Presidio,18.682279,-96.768004,Pseudoleon superbus,
Mexico,Veracruz,Presidio,18.682279,-96.768004,Anatya guttata,
Mexico,Veracruz,Presidio,18.682279,-96.768004,Dythemis sterilis,
Mexico,Veracruz,Presidio,18.682279,-96.768004,Erythemis attala,
Mexico,Veracruz,Presidio,18.682279,-96.768004,Perithemis domitia,
Mexico,Veracruz,Presidio,18.682279,-96.768004,Pseudostigma accedens,
Mexico,Veracruz,Presidio,18.682279,-96.768004,Hetaerina infecta,
Mexico,Veracruz,Presidio,18.682279,-96.768004, Megaloprepus latipennis,
Mexico,Veracruz,Presidio,18.682279,-96.768004,Pseudostigma accedens,
Mexico,Veracruz,Presidio,18.682279,-96.768004,Pseudostigma aberrans,
Mexico,Veracruz,Presidio,18.682279,-96.768004,Mecistogaster ornata,
Mexico,Veracruz,Presidio,18.682279,-96.768004,Heteragrion alienum,
Mexico,Puebla,Puebla city,19.041437,-98.206263,Enallagma civile,
Mexico,Puebla,Puebla city,19.041437,-98.206263,Enallagma praevarum,
Mexico,Morelos,Puente de Ixtla,18.614692,-99.320135,Hetaerina americana,
Mexico,Morelos,Puente de Ixtla,18.614692,-99.320135,Argia pallens,
Mexico,Morelos,Puente de Ixtla,18.614692,-99.320135,Phyllogomphoides pacificus,
Mexico,Morelos,Puente de Ixtla,18.614692,-99.320135,Erpetogomphus viperinus,
Mexico,Morelos,Puente de Ixtla,18.614692,-99.320135,Erythrodiplax funerea,
Mexico,Morelos,Puente de Ixtla,18.614692,-99.320135,Perithemis intensa,
Mexico,Guerrero,Putla,17.023119,-97.92836,Hetaerina americana,
Mexico,Guerrero,Putla,17.023119,-97.92836,Hetaerina occisa,
Mexico,Guerrero,Putla,17.023119,-97.92836,Argia oculata,
Mexico,Guerrero,Putla,17.023119,-97.92836,Argia oenea,
Mexico,Guerrero,Putla,17.023119,-97.92836,Argia fissa,
Mexico,Guerrero,Putla,17.023119,-97.92836,Anisagrion allopterum,
Mexico,Guerrero,Putla,17.023119,-97.92836,Enallagma civile,
Mexico,Guerrero,Putla,17.023119,-97.92836,Enallagma semicirculare,
Mexico,Guerrero,Putla,17.023119,-97.92836,Enallagma novaehispaniae,
Mexico,Guerrero,Putla,17.023119,-97.92836,Acanthagrion quadratum,
Mexico,Guerrero,Putla,17.023119,-97.92836,Telebasis salva,
Mexico,Guerrero,Putla,17.023119,-97.92836,Phyllogomphoides pacificus,
Mexico,Guerrero,Putla,17.023119,-97.92836,Sympetrum illotum,
Mexico,Queretaro,Queretaro City,20.60096,-100.406094,Archilestes grandis,
Mexico,Queretaro,Queretaro City,20.60096,-100.406094,Enallagma praevarum,
Mexico,Queretaro,Queretaro City,20.60096,-100.406094,Ischnura denticollis,
Mexico,Queretaro,Queretaro City,20.60096,-100.406094,Ischnura demorsa,
Mexico,Guerrero,Rincon,16.996111,-98.735278,Archilestes grandis,
Mexico,Guerrero,Rincon,16.996111,-98.735278,Argia tezpi,
Mexico,Guerrero,Rincon,16.996111,-98.735278,Argia ulmeca,
Mexico,Guerrero,Rincon,16.996111,-98.735278,Argia fissa,
Mexico,Guerrero,Rincon,16.996111,-98.735278,Argia tarascana,
Mexico,Guerrero,Rincon,16.996111,-98.735278,Telebasis salva,
Mexico,Guerrero,Rincon,16.996111,-98.735278,Progomphus zonatus,
Mexico,Guerrero,Rincon,16.996111,-98.735278,Erpetogomphus elaps,
Mexico,Guerrero,Rincon,16.996111,-98.735278,Erythrodiplax funerea,
Mexico,Guerrero,Rincon,16.996111,-98.735278,Erythrodiplax basifusca,
Mexico,Guerrero,Rio de las Balsas,17.957183,-99.675958,Argia tezpi,
Mexico,Guerrero,Rio de las Balsas,17.957183,-99.675958,Argia pulla,
Mexico,Guerrero,Rio de las Balsas,17.957183,-99.675958,Argia harknessi,
Mexico,Guerrero,Rio de las Balsas,17.957183,-99.675958,Enallagma novaehispaniae,
Mexico,Guerrero,Rio Papagaio,17.016838,-99.611481,Brechmorhoga praecox,
Mexico,Guerrero,Rio Papagaio,17.016838,-99.611481,Pantala flavescens,
Mexico,Guerrero,Rio Papagaio,17.016838,-99.611481,Pantala hymenaea,
Mexico,Guerrero,Rio Papagaio,17.016838,-99.611481,Erythemis plebeja,
Mexico,Guerrero,Rio Papagaio,17.016838,-99.611481,Erpetogomphus eutania,
Mexico,Guerrero,Rio Papagaio,17.016838,-99.611481,Hetaerina occisa,
Mexico,Guerrero,Rio Papagaio,17.016838,-99.611481,Archilestes grandis,
Mexico,Guerrero,Rio Papagaio,17.016838,-99.611481,Argia tezpi,
Mexico,Guerrero,Rio Papagaio,17.016838,-99.611481,Argia oenea,
Mexico,Guerrero,Rio Papagaio,17.016838,-99.611481,Argia extranea,
Mexico,Guerrero,Rio Papagaio,17.016838,-99.611481,Argia immunda,
Mexico,Guerrero,Rio Papagaio,17.016838,-99.611481,Pseudoleon superbus,
Mexico,Guerrero,Rio Papagaio,17.016838,-99.611481,Erythrodiplax funerea,
Mexico,Oaxaca,Salina de Cruz,16.186288,-95.192398,Miathyria simplex,
Mexico,Oaxaca,Salina de Cruz,16.186288,-95.192398,Ischnura ramburii,
Mexico,Oaxaca,Salina de Cruz,16.186288,-95.192398,Micrathyria didyma,
Mexico,Oaxaca,Salina de Cruz,16.186288,-95.192398,Micrathyria aequalis,
Mexico,Oaxaca,Salina de Cruz,16.186288,-95.192398,Erythrodiplax berenice,
Mexico,Coahuila,Saltillo,25.438323,-100.973678,Lestes alacer,
Mexico,Coahuila,Saltillo,25.438323,-100.973678,Argia vivida,
Mexico,Coahuila,Saltillo,25.438323,-100.973678,Enallagma civile,
Mexico,Coahuila,Saltillo,25.438323,-100.973678,Enallagma praevarum,
Mexico,Coahuila,Saltillo,25.438323,-100.973678,Enallagma semicirculare,
Mexico,Coahuila,Saltillo,25.438323,-100.973678,Ischnura demorsa,
Mexico,Coahuila,Saltillo,25.438323,-100.973678,Libellula saturata,
Mexico,Coahuila,Saltillo,25.438323,-100.973678,Pantala flavescens,
Mexico,Coahuila,Saltillo,25.438323,-100.973678,Pantala hymenaea,
Mexico,Distrito Federal,San Angel,19.346153,-99.190032,Ischnura denticollis,
Mexico,Nayarit,San Blas,21.541297,-105.284723,Orthemis ferruginea,
Mexico,Nayarit,San Blas,21.541297,-105.284723,Erythrodiplax funerea,
Mexico,Nayarit,San Blas,21.541297,-105.284723,Dythemis velox,
Mexico,Nayarit,San Blas,21.541297,-105.284723,Lestes tenuatus,
Mexico,Nayarit,San Blas,21.541297,-105.284723,Argia tezpi,
Mexico,Sonora,San Jose de Guaymas,27.986381,-110.882114,Enallagma civile,
Mexico,Veracruz,San Lorenzo de Cordova,18.889985,-96.975731,Orthemis ferruginea,
Mexico,Veracruz,San Lorenzo de Cordova,18.889985,-96.975731,Erythrodiplax fusca,
Mexico,Veracruz,San Lorenzo de Cordova,18.889985,-96.975731,Dythemis sterilis,
Mexico,Veracruz,San Lorenzo de Cordova,18.889985,-96.975731,Brechmorhoga praecox,
Mexico,Veracruz,San Lorenzo de Cordova,18.889985,-96.975731,Macrothemis pseudimitans,
Mexico,Veracruz,San Lorenzo de Cordova,18.889985,-96.975731,Macrothemis inacuta,
Mexico,Veracruz,San Lorenzo de Cordova,18.889985,-96.975731,Perithemis domitia,
Mexico,Veracruz,San Lorenzo de Cordova,18.889985,-96.975731,Perithemis tenera,
Mexico,Veracruz,San Lorenzo de Cordova,18.889985,-96.975731,Erythemis plebeja,
Mexico,Veracruz,San Lorenzo de Cordova,18.889985,-96.975731,Hetaerina titia,
Mexico,Veracruz,San Lorenzo de Cordova,18.889985,-96.975731,Hetaerina occisa,
Mexico,Veracruz,San Lorenzo de Cordova,18.889985,-96.975731,Lestes tenuatus,
Mexico,Veracruz,San Lorenzo de Cordova,18.889985,-96.975731,Argia translata,
Mexico,Veracruz,San Lorenzo de Cordova,18.889985,-96.975731,Argia oenea,
Mexico,Veracruz,San Lorenzo de Cordova,18.889985,-96.975731,Argia fissa,
Mexico,San Luis Potosi,San Luis Potosi,22.15647,-100.985541,Tramea onusta,
Mexico,San Luis Potosi,San Luis Potosi,22.15647,-100.985541,Perithemis tenera,
Mexico,San Luis Potosi,San Luis Potosi,22.15647,-100.985541,Brachymesia furcata,
Mexico,San Luis Potosi,San Luis Potosi,22.15647,-100.985541,Brachymesia herbida,
Mexico,San Luis Potosi,San Luis Potosi,22.15647,-100.985541,Erythemis simplicicollis,
Mexico,San Luis Potosi,San Luis Potosi,22.15647,-100.985541,Hesperagrion heterodoxum,
Mexico,San Luis Potosi,San Luis Potosi,22.15647,-100.985541,Enallagma civile,
Mexico,San Luis Potosi,San Luis Potosi,22.15647,-100.985541,Enallagma praevarum,
Mexico,San Luis Potosi,San Luis Potosi,22.15647,-100.985541,Ischnura demorsa,
Mexico,San Luis Potosi,San Luis Potosi,22.15647,-100.985541,Archilestes grandis,
Mexico,San Luis Potosi,San Luis Potosi,22.15647,-100.985541,Micrathyria debilis,
Mexico,Jalisco,San Marcos,20.792178,-104.195309,Archilestes grandis,
Mexico,Jalisco,San Marcos,20.792178,-104.195309,Rhionaeschna cornigera,
Mexico,Jalisco,San Marcos,20.792178,-104.195309,Orthemis ferruginea,
Mexico,Jalisco,San Marcos,20.792178,-104.195309,Dythemis maya,
Mexico,Jalisco,San Marcos,20.792178,-104.195309,Pantala flavescens,
Mexico,Jalisco,San Marcos,20.792178,-104.195309,Perithemis intensa,
Mexico,Jalisco,San Marcos,20.792178,-104.195309,Perithemis domitia,
Mexico,Coahuila,San Pedro,25.757214,-102.983856,Argia sedula,
Mexico,Coahuila,San Pedro,25.757214,-102.983856,Enallagma civile,
Mexico,Coahuila,San Pedro,25.757214,-102.983856,Erpetogomphus designatus,
Mexico,Coahuila,San Pedro,25.757214,-102.983856,Orthemis ferruginea,
Mexico,Coahuila,San Pedro,25.757214,-102.983856,Pantala flavescens,
Mexico,Coahuila,San Pedro,25.757214,-102.983856,Erythemis collocata,
Mexico,Coahuila,San Pedro,25.757214,-102.983856,Perithemis tenera,
Mexico,Coahuila,San Pedro,25.757214,-102.983856,Sympetrum corruptum,
Mexico,Coahuila,San Pedro,25.757214,-102.983856,Pachydiplax longipennis,
Mexico,Chihuahua,Santa Ana,29.028453,-107.470643,Argia oenea,
Mexico,Chihuahua,Santa Ana,29.028453,-107.470643,Archilestes grandis,
Mexico,Sonora,Santa Ana,30.539833,-111.119622,Paltothemis lineatipes,
Mexico,Distrito Federal,Santa Fé,19.386393,-99.225562,Lestes alacer,
Mexico,Distrito Federal,Santa Fé,19.386393,-99.225562,Cordulegaster diadema,
Mexico,Puebla,Santa Maria,19.060744,-98.195328,Ischnura denticollis,
Mexico,Puebla,Santa Maria,19.060744,-98.195328,Rhionaeschna multicolor,
Mexico,Chiapas,Santa Maria escuintla,15.32325,-92.658616,Hetaerina titia,
Mexico,Puebla,Santa Maria,19.060744,-98.195328,Hetaerina vulnerata,
Mexico,Veracruz,Santa Rosa,19.397954,-96.99125,Hetaerina titia,
Mexico,Veracruz,Santa Rosa,19.397954,-96.99125,Pseudostigma aberrans,
Mexico,Chihuahua,Baños de Santa Rosalia,28.662969,-106.133584,Hetaerina americana,
Mexico,Chihuahua,Baños de Santa Rosalia,28.662969,-106.133584,Argia sedula,
Mexico,Chihuahua,Baños de Santa Rosalia,28.662969,-106.133584,Telebasis salva,
Mexico,Chihuahua,Baños de Santa Rosalia,28.662969,-106.133584,Progomphus borealis,
Mexico,Chihuahua,Baños de Santa Rosalia,28.662969,-106.133584,Erpetogomphus crotalinus,
Mexico,Chihuahua,Baños de Santa Rosalia,28.662969,-106.133584,Anax junius,
Mexico,Chihuahua,Baños de Santa Rosalia,28.662969,-106.133584,Libellula saturata,
Mexico,Chihuahua,Baños de Santa Rosalia,28.662969,-106.133584,Libellula comanche,
Mexico,Chihuahua,Baños de Santa Rosalia,28.662969,-106.133584,Orthemis ferruginea,
Mexico,Chihuahua,Baños de Santa Rosalia,28.662969,-106.133584,Erythrodiplax basifusca,
Mexico,Chihuahua,Baños de Santa Rosalia,28.662969,-106.133584,Erythemis collocata,
Mexico,Jalisco,Santiago Iscuintla,21.813186,-105.204327,Enallagma civile,
Mexico,Jalisco,Santiago Iscuintla,21.813186,-105.204327,Leptobasis vacillans,
Mexico,Jalisco,Santiago Iscuintla,21.813186,-105.204327,Aphylla protracta,
Mexico,Jalisco,Santiago Iscuintla,21.813186,-105.204327,Micrathyria didyma,
Mexico,Jalisco,Santiago Iscuintla,21.813186,-105.204327,Orthemis levis,
Mexico,Jalisco,Santiago Iscuintla,21.813186,-105.204327,Erythemis vesiculosa,
Mexico,Guerrero,Savana Grande,18.159351,-99.552482,Dythemis sterilis,
Mexico,Guerrero,Savana Grande,18.159351,-99.552482,Macrothemis inacuta,
Mexico,Guerrero,Savana Grande,18.159351,-99.552482,Perithemis intensa,
Mexico,Guerrero,Savana Grande,18.159351,-99.552482,Argia tezpi,
Mexico,Guerrero,Savana Grande,18.159351,-99.552482,Argia harknessi,
Mexico,Guerrero,Savana Grande,18.159351,-99.552482,Argia immunda,
Mexico,Guerrero,Savana Grande,18.159351,-99.552482,Argia pallens,
Mexico,Guerrero,Savana Grande,18.159351,-99.552482,Telebasis salva,
Mexico,Durango,Sayupa,24.796944,-106.351667,Mecistogaster ornata,
Mexico,Guerrero,Sierra de las Aguas Escondidas,17.512971,-99.521802,Argia plana,
Mexico,Distrito Federal,Sierra de Ajusco,19.228026,-99.209044,Sympetrum illotum,
Mexico,Morelos,Sochitepec,18.77906,-99.230801,Erythrodiplax funerea,
Mexico,Morelos,Sochitepec,18.77906,-99.230801,Perithemis intensa,
Mexico,Yucatan,Tabi,20.598611,-88.899167,Ischnura ramburii,
Mexico,Yucatan,Tabi,20.598611,-88.899167,Perithemis intensa,
Mexico,Distrito Federal,Tacuba,19.455807,-99.185752,Lestes alacer,
Mexico,Distrito Federal,Tacuba,19.455807,-99.185752,Enallagma praevarum,
Mexico,Distrito Federal,Tacuba,19.455807,-99.185752,Ischnura denticollis,
Mexico,Distrito Federal,Tacuba,19.455807,-99.185752,Ischnura demorsa,
Mexico,Distrito Federal,Tacubaya,19.399689,-99.188521,Enallagma civile,
Mexico,Distrito Federal,Tacubaya,19.399689,-99.188521,Rhionaeschna multicolor,
Mexico,Distrito Federal,Tacubaya,19.399689,-99.188521,Erythemis collocata,
Mexico,Distrito Federal,Tacubaya,19.399689,-99.188521,Pachydiplax longipennis,
Mexico,Tamaulipas,Tampico,22.233104,-97.861099,Ischnura ramburii,
Mexico,Tamaulipas,Tampico,22.233104,-97.861099,Phyllogomphoides suasus,
Mexico,Tamaulipas,Tampico,22.233104,-97.861099,Libellula saturata,
Mexico,Tamaulipas,Tampico,22.233104,-97.861099,Pseudoleon superbus,
Mexico,Tamaulipas,Tampico,22.233104,-97.861099,Micrathyria hagenii,
Mexico,Tamaulipas,Tampico,22.233104,-97.861099,Orthemis ferruginea,
Mexico,Tamaulipas,Tampico,22.233104,-97.861099,Erythrodiplax fervida,
Mexico,Tamaulipas,Tampico,22.233104,-97.861099,Miathyria marcella,
Mexico,Tamaulipas,Tampico,22.233104,-97.861099,Brachymesia furcata,
Mexico,Tamaulipas,Tampico,22.233104,-97.861099,Argia calida,
Mexico,Tamaulipas,Tampico,22.233104,-97.861099,Argia oenea,
Mexico,Tamaulipas,Tampico,22.233104,-97.861099,Argia extranea,
Mexico,Tamaulipas,Tampico,22.233104,-97.861099,Argia immunda,
Mexico,Chiapas,Tapachula,14.905559,-92.263415,Hetaerina occisa,
Mexico,Tabasco,Teapa,17.567105,-92.950065,Hetaerina sempronia,
Mexico,Tabasco,Teapa,17.567105,-92.950065,Hetaerina titia,
Mexico,Tabasco,Teapa,17.567105,-92.950065,Hetaerina occisa,
Mexico,Tabasco,Teapa,17.567105,-92.950065,Pseudostigma aberrans,
Mexico,Tabasco,Teapa,17.567105,-92.950065,Heteragrion alienum,
Mexico,Tabasco,Teapa,17.567105,-92.950065,Argia translata,
Mexico,Tabasco,Teapa,17.567105,-92.950065,Argia popoluca,
Mexico,Tabasco,Teapa,17.567105,-92.950065,Argia indicatrix,
Mexico,Tabasco,Teapa,17.567105,-92.950065,Argia extranea,
Mexico,Tabasco,Teapa,17.567105,-92.950065,Enallagma novaehispaniae,
Mexico,Tabasco,Teapa,17.567105,-92.950065,Acanthagrion quadratum,
Mexico,Tabasco,Teapa,17.567105,-92.950065,Telebasis griffinii,
Mexico,Tabasco,Teapa,17.567105,-92.950065,Telebasis digiticollis,
Mexico,Tabasco,Teapa,17.567105,-92.950065,Telebasis salva,
Mexico,Tabasco,Teapa,17.567105,-92.950065,Leptobasis vacillans,
Mexico,Tabasco,Teapa,17.567105,-92.950065,Ischnura capreolus,
Mexico,Tabasco,Teapa,17.567105,-92.950065,Neoneura amelia,
Mexico,Tabasco,Teapa,17.567105,-92.950065,Protoneura aurantiaca,
Mexico,Tabasco,Teapa,17.567105,-92.950065,Psaironeura remissa,
Mexico,Tabasco,Teapa,17.567105,-92.950065,Phyllocycla volsella,
Mexico,Tabasco,Teapa,17.567105,-92.950065,Aphylla protracta,
Mexico,Tabasco,Teapa,17.567105,-92.950065,Aeshna viridis,
Mexico,Tabasco,Teapa,17.567105,-92.950065,Coryphaeschna adnexa,
Mexico,Tabasco,Teapa,17.567105,-92.950065,Triacanthagyna septima,
Mexico,Tabasco,Teapa,17.567105,-92.950065,Gynacantha tibiata,
Mexico,Tabasco,Teapa,17.567105,-92.950065,Micrathyria didyma,
Mexico,Tabasco,Teapa,17.567105,-92.950065,Micrathyria atra,
Mexico,Tabasco,Teapa,17.567105,-92.950065,Micrathyria aequalis,
Mexico,Tabasco,Teapa,17.567105,-92.950065,Orthemis ferruginea,
Mexico,Tabasco,Teapa,17.567105,-92.950065,Cannaphila insularis,
Mexico,Tabasco,Teapa,17.567105,-92.950065,Erythrodiplax umbrata,
Mexico,Tabasco,Teapa,17.567105,-92.950065,Erythrodiplax fervida,
Mexico,Tabasco,Teapa,17.567105,-92.950065,Erythrodiplax fusca,
Mexico,Tabasco,Teapa,17.567105,-92.950065,Erythrodiplax basifusca,
Mexico,Tabasco,Teapa,17.567105,-92.950065,Dythemis sterilis,
Mexico,Tabasco,Teapa,17.567105,-92.950065,Brechmorhoga praecox,
Mexico,Tabasco,Teapa,17.567105,-92.950065,Brechmorhoga nubecula,
Mexico,Tabasco,Teapa,17.567105,-92.950065,Macrothemis inequiunguis,
Mexico,Tabasco,Teapa,17.567105,-92.950065,Macrothemis musiva,
Mexico,Tabasco,Teapa,17.567105,-92.950065,Macrothemis pseudimitans,
Mexico,Tabasco,Teapa,17.567105,-92.950065,Macrothemis hemichlora,
Mexico,Tabasco,Teapa,17.567105,-92.950065,Macrothemis inacuta,
Mexico,Tabasco,Teapa,17.567105,-92.950065,Miathyria marcella,
Mexico,Tabasco,Teapa,17.567105,-92.950065,Miathyria simplex,
Mexico,Tabasco,Teapa,17.567105,-92.950065,Tauriphila australis,
Mexico,Tabasco,Teapa,17.567105,-92.950065,Tauriphila azteca,
Mexico,Tabasco,Teapa,17.567105,-92.950065,Tramea darwini,
Mexico,Tabasco,Teapa,17.567105,-92.950065,Tramea onusta,
Mexico,Tabasco,Teapa,17.567105,-92.950065,Pantala flavescens,
Mexico,Tabasco,Teapa,17.567105,-92.950065,Perithemis domitia,
Mexico,Tabasco,Teapa,17.567105,-92.950065,Brachymesia herbida,
Mexico,Tabasco,Teapa,17.567105,-92.950065,Erythemis peruviana,
Mexico,Tabasco,Teapa,17.567105,-92.950065,Erythemis attala,
Mexico,Tabasco,Teapa,17.567105,-92.950065,Erythemis plebeja,
Mexico,Tabasco,Teapa,17.567105,-92.950065,Argia pulla,
Mexico,Tabasco,Teapa,17.567105,-92.950065,Argia frequentula,
Mexico,Oaxaca,Tehuantepec,16.322699,-95.24233,Argia pulla,
Mexico,Oaxaca,Tehuantepec,16.322699,-95.24233,Enallagma novaehispaniae,
Mexico,Oaxaca,Tehuantepec,16.322699,-95.24233,Ischnura ramburii,
Mexico,Oaxaca,Tehuantepec,16.322699,-95.24233,Micrathyria didyma,
Mexico,Oaxaca,Tehuantepec,16.322699,-95.24233,Orthemis ferruginea,
Mexico,Oaxaca,Tehuantepec,16.322699,-95.24233,Erythrodiplax funerea,
Mexico,Oaxaca,Tehuantepec,16.322699,-95.24233,Erythrodiplax umbrata,
Mexico,Oaxaca,Tehuantepec,16.322699,-95.24233,Macrothemis inacuta,
Mexico,Oaxaca,Tehuantepec,16.322699,-95.24233,Pantala flavescens,
Mexico,Oaxaca,Tehuantepec,16.322699,-95.24233,Erythemis vesiculosa,
Mexico,Oaxaca,Tehuantepec,16.322699,-95.24233,Argia frequentula,
Mexico,Oaxaca,Tehuantepec,16.322699,-95.24233,Hetaerina americana,
Mexico,Yucatan,Tekanto,21.011193,-89.106642,Micrathyria hagenii,
Mexico,Yucatan,Tekanto,21.011193,-89.106642,Orthemis ferruginea,
Mexico,Yucatan,Temax,21.151819,-88.939179,Dythemis sterilis,
Mexico,Yucatan,Temax,21.151819,-88.939179,Perithemis intensa,
Mexico,Yucatan,Temax,21.151819,-88.939179,Telebasis salva,
Mexico,Yucatan,Temax,21.151819,-88.939179,Leptobasis vacillans,
Mexico,Yucatan,Temax,21.151819,-88.939179,Rhionaeschna cornigera,
Mexico,Yucatan,Temax,21.151819,-88.939179,Libellula herculea,
Mexico,Tabasco,Tenosique,17.472669,-91.425048,Erythrodiplax umbrata,
Mexico,Tabasco,Tenosique,17.472669,-91.425048,Erythrodiplax fusca,
Mexico,Veracruz,Teocelo,19.384609,-96.971918,Archilestes grandis,
Mexico,Guerrero,Tepetlapa,17.927377,-98.545854,Erythrodiplax basifusca,
Mexico,Guerrero,Tepetlapa,17.927377,-98.545854,Brechmorhoga praecox,
Mexico,Guerrero,Tepetlapa,17.927377,-98.545854,Macrothemis inacuta,
Mexico,Guerrero,Tepetlapa,17.927377,-98.545854,Argia pulla,
Mexico,Guerrero,Tepetlapa,17.927377,-98.545854,Hetaerina americana,
Mexico,Guerrero,Tepetlapa,17.927377,-98.545854,Archilestes grandis,
Mexico,Guerrero,Tepetlapa,17.927377,-98.545854,Argia tezpi,
Mexico,Guerrero,Tepetlapa,17.927377,-98.545854,Argia oculata,
Mexico,Guerrero,Tepetlapa,17.927377,-98.545854,Argia oenea,
Mexico,Guerrero,Tepetlapa,17.927377,-98.545854,Argia fissa,
Mexico,Guerrero,Tepetlapa,17.927377,-98.545854,Argia pallens,
Mexico,Guerrero,Tepetlapa,17.927377,-98.545854,Apanisagrion lais,
Mexico,Guerrero,Tepetlapa,17.927377,-98.545854,Erpetogomphus elaps,
Mexico,Nayarit,Tepic city,21.504153,-104.894566,Remartinia luteipennis,
Mexico,Nayarit,Tepic city,21.504153,-104.894566,Pseudoleon superbus,
Mexico,Nayarit,Tepic city,21.504153,-104.894566,Micrathyria didyma,
Mexico,Nayarit,Tepic city,21.504153,-104.894566,Micrathyria hagenii,
Mexico,Nayarit,Tepic city,21.504153,-104.894566,Micrathyria schumanni,
Mexico,Nayarit,Tepic city,21.504153,-104.894566,Micrathyria aequalis,
Mexico,Nayarit,Tepic city,21.504153,-104.894566,Anatya guttata,
Mexico,Nayarit,Tepic city,21.504153,-104.894566,Erythrodiplax funerea,
Mexico,Nayarit,Tepic city,21.504153,-104.894566,Erythrodiplax umbrata,
Mexico,Nayarit,Tepic city,21.504153,-104.894566,Erythrodiplax basifusca,
Mexico,Nayarit,Tepic city,21.504153,-104.894566,Brechmorhoga praecox,
Mexico,Nayarit,Tepic city,21.504153,-104.894566,Brechmorhoga mendax,
Mexico,Nayarit,Tepic city,21.504153,-104.894566,Macrothemis inequiunguis,
Mexico,Nayarit,Tepic city,21.504153,-104.894566,Macrothemis pseudimitans,
Mexico,Nayarit,Tepic city,21.504153,-104.894566,MAcrothemis inacuta,
Mexico,Nayarit,Tepic city,21.504153,-104.894566,Miathyria marcella,
Mexico,Nayarit,Tepic city,21.504153,-104.894566,Tramea onusta,
Mexico,Nayarit,Tepic city,21.504153,-104.894566,Sympetrum illotum,
Mexico,Nayarit,Tepic city,21.504153,-104.894566,Erythemis plebeja,
Mexico,Nayarit,Tepic city,21.504153,-104.894566,Argia pulla,
Mexico,Nayarit,Tepic city,21.504153,-104.894566,Orthemis ferruginea,
Mexico,Nayarit,Tepic city,21.504153,-104.894566,Dythemis maya,
Mexico,Nayarit,Tepic city,21.504153,-104.894566,Hetaerina americana,
Mexico,Nayarit,Tepic city,21.504153,-104.894566,Archilestes grandis,
Mexico,Nayarit,Tepic city,21.504153,-104.894566,Lestes tenuatus,
Mexico,Nayarit,Tepic city,21.504153,-104.894566,Argia oculata,
Mexico,Nayarit,Tepic city,21.504153,-104.894566,Argia harknessi,
Mexico,Nayarit,Tepic city,21.504153,-104.894566,Argia fissa,
Mexico,Nayarit,Tepic city,21.504153,-104.894566,Argia extranea,
Mexico,Nayarit,Tepic city,21.504153,-104.894566,Argia nahuana,
Mexico,Nayarit,Tepic city,21.504153,-104.894566,Enallagma novaehispaniae,
Mexico,Nayarit,Tepic city,21.504153,-104.894566,Telebasis salva,
Mexico,Nayarit,Tepic city,21.504153,-104.894566,Ischnura ramburii,
Mexico,Nayarit,Tepic city,21.504153,-104.894566,Ischnura denticollis,
Mexico,Nayarit,Tepic city,21.504153,-104.894566,Ischnura hastata,
Mexico,Nayarit,Tepic city,21.504153,-104.894566,Phyllocycla elongata,
Mexico,Nayarit,Tepic city,21.504153,-104.894566,Phyllogomphoides suasus,
Mexico,Nayarit,Tepic city,21.504153,-104.894566,Phyllogomphoides pacificus,
Mexico,Nayarit,Tepic city,21.504153,-104.894566,Erpetogomphus viperinus,
Mexico,Nayarit,Tepic city,21.504153,-104.894566,Erpetogomphus elaps,
Mexico,Nayarit,Tepic city,21.504153,-104.894566,Anax amazili,
Mexico,Veracruz,Texolo,19.401338,-96.995558,Hetaerina cruentata,
Mexico,Veracruz,Texolo,19.401338,-96.995558,Hetaerina vulnerata,
Mexico,Veracruz,Texolo,19.401338,-96.995558,Archilestes grandis,
Mexico,Veracruz,Texolo,19.401338,-96.995558,Argia fissa,
Mexico,Veracruz,Texolo,19.401338,-96.995558,Argia noveloi,
Mexico,Veracruz,Texolo,19.401338,-96.995558,Apanisagrion lais,
Mexico,Veracruz,Texolo,19.401338,-96.995558,Enallagma praevarum,
Mexico,Veracruz,Texolo,19.401338,-96.995558,Acanthagrion quadratum,
Mexico,Veracruz,Texolo,19.401338,-96.995558,Telebasis salva,
Mexico,Veracruz,Texolo,19.401338,-96.995558,Ischnura capreolus,
Mexico,Veracruz,Texolo,19.401338,-96.995558,Rhionaeschna cornigera,
Mexico,Guerrero,Tierra Colorada,17.168117,-99.525627,Hetaerina vulnerata,
Mexico,Guerrero,Tierra Colorada,17.168117,-99.525627,Hetaerina americana,
Mexico,Guerrero,Tierra Colorada,17.168117,-99.525627,Argia tezpi,
Mexico,Guerrero,Tierra Colorada,17.168117,-99.525627,Argia oenea,
Mexico,Guerrero,Tierra Colorada,17.168117,-99.525627,Argia fissa,
Mexico,Guerrero,Tierra Colorada,17.168117,-99.525627,Phyllogomphoides suasus,
Mexico,Guerrero,Tierra Colorada,17.168117,-99.525627,Erpetogomphus viperinus,
Mexico,Distrito Federal,Tizapam,19.33958,-99.19752,Sympetrum corruptum,
