Country,State,Locality,Latitude,Longitude,Species,Nota
Mexico,Jalisco,Guadalajara,20.65048,-103.326994,Micrathyria schumanni,
Mexico,Jalisco,Guadalajara,20.65048,-103.326994,Micrathyria aequalis,
Mexico,Jalisco,Guadalajara,20.65048,-103.326994,Orthemis ferruginea,
Mexico,Jalisco,Guadalajara,20.65048,-103.326994,Cannaphila insularis,
Mexico,Jalisco,Guadalajara,20.65048,-103.326994,Erythrodiplax funerea,
Mexico,Jalisco,Guadalajara,20.65048,-103.326994,Erythrodiplax fervida,
Mexico,Jalisco,Guadalajara,20.65048,-103.326994,Erythrodiplax basifusca,
Mexico,Jalisco,Guadalajara,20.65048,-103.326994,Dythemis maya,
Mexico,Jalisco,Guadalajara,20.65048,-103.326994,Macrothemis inacuta,
Mexico,Jalisco,Guadalajara,20.65048,-103.326994,Miathyria marcella,
